"name","medal_type","gender","country","event","isteam","url_event"
"YOSHIZAWA Coco","Gold Medal","Female","Japan","Women's Street",False,"/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--"
"AKAMA Liz","Silver Medal","Female","Japan","Women's Street",False,"/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--"
"MOORE Jasmine","Bronze Medal","Female","United States","Women's Triple Jump",False,"/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--"
"LAFOND Thea","Gold Medal","Female","Dominica","Women's Triple Jump",False,"/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--"
"RICKETTS Shanieka","Silver Medal","Female","Jamaica","Women's Triple Jump",False,"/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--"
"LEE Sunisa","Bronze Medal","Female","United States","Women's Uneven Bars",False,"/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--"
"NEMOUR Kaylia","Gold Medal","Female","Algeria","Women's Uneven Bars",False,"/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--"
"QIU Qiyuan","Silver Medal","Female","China","Women's Uneven Bars",False,"/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--"
"CAREY Jade","Bronze Medal","Female","United States","Women's Vault",False,"/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--"
"BILES Simone","Gold Medal","Female","United States","Women's Vault",False,"/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--"
"ANDRADE Rebeca","Silver Medal","Female","Brazil","Women's Vault",False,"/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--"
"WILSON Emma","Bronze Medal","Female","Great Britain","Women's Windsurfing",False,"/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--"
"MAGGETTI Marta","Gold Medal","Female","Italy","Women's Windsurfing",False,"/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--"
"KANTOR Sharon","Silver Medal","Female","Israel","Women's Windsurfing",False,"/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--"
"MUHARI Eszter","Bronze Medal","Female","Hungary","Women's Épée Individual",False,"/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000200--"
"KONG Man Wai Vivian","Gold Medal","Female","Hong Kong, China","Women's Épée Individual",False,"/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000100--"
"MALLO-BRETON Auriane","Silver Medal","Female","France","Women's Épée Individual",False,"/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000100--"
"SINGH Sarabjot","Bronze Medal","Male","India","10m Air Pistol Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000200--"
"BHAKER Manu","Bronze Medal","Female","India","10m Air Pistol Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000200--"
"ARUNOVIC Zorana","Gold Medal","Female","Serbia","10m Air Pistol Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000100--"
"MIKEC Damir","Gold Medal","Male","Serbia","10m Air Pistol Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000100--"
"TARHAN Sevval Ilayda","Silver Medal","Female","Türkiye","10m Air Pistol Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000100--"
"DIKEC Yusuf","Silver Medal","Male","Türkiye","10m Air Pistol Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000100--"
"SATPAYEV Islam","Bronze Medal","Male","Kazakhstan","10m Air Rifle Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000200--"
"LE Alexandra","Bronze Medal","Female","Kazakhstan","10m Air Rifle Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000200--"
"SHENG Lihao","Gold Medal","Male","China","10m Air Rifle Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--"
"HUANG Yuting","Gold Medal","Female","China","10m Air Rifle Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--"
"PARK Hajun","Silver Medal","Male","Korea","10m Air Rifle Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--"
"KEUM Jihyeon","Silver Medal","Female","Korea","10m Air Rifle Mixed Team",True,"/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--"
"REARDON Samuel","Bronze Medal","Male","Great Britain","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"HAYDOCK-WILSON Alex","Bronze Medal","Male","Great Britain","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"NIELSEN Laviai","Bronze Medal","Female","Great Britain","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"KELLY Hannah","Bronze Medal","Female","Great Britain","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"ANNING Amber","Bronze Medal","Female","Great Britain","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"JEFFERIES Ben","Bronze Medal","Male","Great Britain","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"DAVEY Lewis","Bronze Medal","Male","Great Britain","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"WILLIAMS Jodie","Bronze Medal","Female","Great Britain","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"YEARGIN Nicole","Bronze Medal","Female","Great Britain","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"BOL Femke","Gold Medal","Female","Netherlands","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"OMALLA Eugene","Gold Medal","Male","Netherlands","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"KLEIN IKKINK Isaya","Gold Medal","Male","Netherlands","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"KLAVER Lieke","Gold Medal","Female","Netherlands","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"PEETERS Cathelijn","Gold Medal","Female","Netherlands","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"BOERS Isayah","Gold Medal","Male","Netherlands","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"BROWN Kaylyn","Silver Medal","Female","United States","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"NORWOOD Vernon","Silver Medal","Male","United States","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"WILSON Quincy","Silver Medal","Male","United States","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"WHITTAKER Isabella","Silver Medal","Female","United States","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"LITTLE Shamier","Silver Medal","Female","United States","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"DEADMON Bryce","Silver Medal","Male","United States","4 x 400m Relay Mixed",True,"/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--"
"GOULD Andrew","Bronze Medal","Male","Great Britain","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"MOODY Becky","Bronze Medal","Female","Great Britain","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"HESTER Carl","Bronze Medal","Male","Great Britain","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"FRY Charlotte","Bronze Medal","Female","Great Britain","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"WERTH Isabell","Gold Medal","Female","Germany","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"WANDRES Frederic","Gold Medal","Male","Germany","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"ROTHENBERGER Soenke","Gold Medal","Male","Germany","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"von BREDOW-WERNDL Jessica","Gold Medal","Female","Germany","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"SLOTH Nadja Aaboe","Silver Medal","Female","Denmark","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"SKODBORG MERRALD Nanna","Silver Medal","Female","Denmark","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"LAUDRUP-DUFOUR Cathrine","Silver Medal","Female","Denmark","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"BACHMANN ANDERSEN Daniel","Silver Medal","Male","Denmark","Dressage Team",True,"/en/paris-2024/results/equestrian/dressage-team/gpsp000100--"
"de BROUWER Bregje","Bronze Medal","Female","Netherlands","Duet",True,"/en/paris-2024/results/artistic-swimming/duet/fnl-000100--"
"de BROUWER Noortje","Bronze Medal","Female","Netherlands","Duet",True,"/en/paris-2024/results/artistic-swimming/duet/fnl-000100--"
"WANG Qianyi","Gold Medal","Female","China","Duet",True,"/en/paris-2024/results/artistic-swimming/duet/fnl-000100--"
"WANG Liuyi","Gold Medal","Female","China","Duet",True,"/en/paris-2024/results/artistic-swimming/duet/fnl-000100--"
"SHORTMAN Kate","Silver Medal","Female","Great Britain","Duet",True,"/en/paris-2024/results/artistic-swimming/duet/fnl-000100--"
"THORPE Isabelle","Silver Medal","Female","Great Britain","Duet",True,"/en/paris-2024/results/artistic-swimming/duet/fnl-000100--"
"TANAKA Toshiyuki","Bronze Medal","Male","Japan","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"OIWA Yoshiaki","Bronze Medal","Male","Japan","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"TOMOTO Kazuma","Bronze Medal","Male","Japan","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"KITAJIMA Ryuzo","Bronze Medal","Male","Japan","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"COLLETT Laura","Gold Medal","Female","Great Britain","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"McEWEN Tom","Gold Medal","Male","Great Britain","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"CANTER Rosalind","Gold Medal","Female","Great Britain","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"INGHAM Yasmin","Gold Medal","Female","Great Britain","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"LANDOIS Stephane","Silver Medal","Male","France","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"LAGHOUAG Karim Florent","Silver Medal","Male","France","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"le COZ Gireg","Silver Medal","Male","France","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"TOUZAINT Nicolas","Silver Medal","Male","France","Eventing Team",True,"/en/paris-2024/results/equestrian/eventing/jump000100--"
"CENTOFANTI Martina","Bronze Medal","Female","Italy","Group All-Around",True,NULL
"DURANTI Agnese","Bronze Medal","Female","Italy","Group All-Around",True,NULL
"MAURELLI Alessia","Bronze Medal","Female","Italy","Group All-Around",True,NULL
"MOGUREAN Daniela","Bronze Medal","Female","Italy","Group All-Around",True,NULL
"PARIS Laura","Bronze Medal","Female","Italy","Group All-Around",True,NULL
"DING Xinyi","Gold Medal","Female","China","Group All-Around",True,NULL
"WANG Lanjing","Gold Medal","Female","China","Group All-Around",True,NULL
"HUANG Zhangjiayang","Gold Medal","Female","China","Group All-Around",True,NULL
"HAO Ting","Gold Medal","Female","China","Group All-Around",True,NULL
"GUO Qiqi","Gold Medal","Female","China","Group All-Around",True,NULL
"SVERTSOV Diana","Silver Medal","Female","Israel","Group All-Around",True,NULL
"SHAHAM Ofir","Silver Medal","Female","Israel","Group All-Around",True,NULL
"PARITZKI Romi","Silver Medal","Female","Israel","Group All-Around",True,NULL
"FRIEDMANN Adar","Silver Medal","Female","Israel","Group All-Around",True,NULL
"BAKANOV Shani","Silver Medal","Female","Israel","Group All-Around",True,NULL
"PERREAU Olivier","Bronze Medal","Male","France","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"STAUT Kevin","Bronze Medal","Male","France","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"DELESTRE Simon","Bronze Medal","Male","France","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"EPAILLARD Julien","Bronze Medal","Male","France","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"BRASH Scott","Gold Medal","Male","Great Britain","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"STOCKDALE Joseph","Gold Medal","Male","Great Britain","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"MAHER Ben","Gold Medal","Male","Great Britain","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"CHARLES Harry","Gold Medal","Male","Great Britain","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"WARD McLain","Silver Medal","Male","United States","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"COOK Karl","Silver Medal","Male","United States","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"KRAUT Laura","Silver Medal","Female","United States","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"FARRINGTON Kent","Silver Medal","Male","United States","Jumping Team",True,"/en/paris-2024/results/equestrian/jumping-team/fnl-000100--"
"GKAIDATZIS Petros","Bronze Medal","Male","Greece","Lightweight Men's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------"
"PAPAKONSTANTINOU Antonios","Bronze Medal","Male","Greece","Lightweight Men's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------"
"Mc CARTHY Fintan","Gold Medal","Male","Ireland","Lightweight Men's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------"
"O DONOVAN Paul","Gold Medal","Male","Ireland","Lightweight Men's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------"
"SOARES Gabriel","Silver Medal","Male","Italy","Lightweight Men's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------"
"OPPO Stefano","Silver Medal","Male","Italy","Lightweight Men's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------"
"KONTOU Dimitra","Bronze Medal","Female","Greece","Lightweight Women's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------"
"FITSIOU Zoi","Bronze Medal","Female","Greece","Lightweight Women's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------"
"CRAIG Emily","Gold Medal","Female","Great Britain","Lightweight Women's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------"
"GRANT Imogen","Gold Medal","Female","Great Britain","Lightweight Women's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------"
"van GRONINGEN Gianina Elena","Silver Medal","Female","Romania","Lightweight Women's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------"
"COZMIUC Ionela Livia","Silver Medal","Female","Romania","Lightweight Women's Double Sculls",True,"/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------"
"COWLEY Rhydian","Bronze Medal","Male","Australia","Marathon Race Walk Relay Mixed",True,"/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--"
"MONTAG Jemima","Bronze Medal","Female","Australia","Marathon Race Walk Relay Mixed",True,"/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--"
"PEREZ Maria","Gold Medal","Female","Spain","Marathon Race Walk Relay Mixed",True,"/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--"
"MARTIN Alvaro","Gold Medal","Male","Spain","Marathon Race Walk Relay Mixed",True,"/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--"
"PINTADO Brian Daniel","Silver Medal","Male","Ecuador","Marathon Race Walk Relay Mixed",True,"/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--"
